,id,category
10641,DB00257,"Anti-Infective Agents; Anti-Infective Agents, Local; Antifungal Agents; Antifungal Agents (Vaginal); Antifungals for Dermatological Use; Antifungals for Topical Use; Antiinfectives and Antiseptics for Local Oral Treatment; Azole Antifungals; Azoles; BSEP/ABCB11 Inhibitors; BSEP/ABCB11 Substrates; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (strong); Cytochrome P-450 CYP2B6 Inducers; Cytochrome P-450 CYP2B6 Inducers (strength unknown); Cytochrome P-450 CYP2B6 Inhibitors; Cytochrome P-450 CYP2B6 Inhibitors (strong); Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (moderate); Cytochrome P-450 CYP2C8 Inhibitors (strong); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (moderate); Cytochrome P-450 CYP2C9 Inhibitors (strong); Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (moderate); Cytochrome P-450 CYP2E1 Inhibitors; Cytochrome P-450 CYP2E1 Inhibitors (moderate); Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Inducers (strong); Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A7 Inducers; Cytochrome P-450 CYP3A7 Inducers (strong); Cytochrome P-450 CYP3A7 Inducers (weak); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dermatologicals; Enzyme Inhibitors; Gynecological Antiinfectives and Antiseptics; Heterocyclic Compounds; Hormone Antagonists; Hormones, Hormone Substitutes, and Hormone Antagonists; Imidazole and Triazole Derivatives; Imidazole Derivatives; Imidazoles; OATP1B1/SLCO1B1 Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 inducers; P-glycoprotein inducers; P-glycoprotein inhibitors; P-glycoprotein substrates; Steroid Synthesis Inhibitors; Stomatological Preparations"
10642,DB00261,"Agents producing tachycardia; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Antiplatelet agents; Cardiovascular Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (weak); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Decreased Platelet Production; Hematologic Agents; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Highest Risk QTc-Prolonging Agents; Narrow Therapeutic Index Drugs; Phosphodiesterase 3 Inhibitors; Phosphodiesterase Inhibitors; Platelet-reducing Agents; QTc Prolonging Agents; Thrombocytosis"
10643,DB00263,"Amides; Amines; Aniline Compounds; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Benzene Derivatives; Benzenesulfonamides; Blood Glucose Lowering Agents; Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Drugs causing inadvertant photosensitivity; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hypoglycemia-Associated Agents; Moderate Risk QTc-Prolonging Agents; Ophthalmologicals; Photosensitizing Agents; QTc Prolonging Agents; Sensory Organs; Short-Acting Antibacterial Sulfonamides; Sulfanilamides; Sulfonamide Antibacterial; Sulfonamides; Sulfonamides and trimethoprim; Sulfones; Sulfur Compounds"
10644,DB00271,"Acids, Carbocyclic; Alcohols; Amino Sugars; Benzene Derivatives; Benzoates; Carbohydrates; Carboxylic Acids; Compounds used in a research, industrial, or household setting; Contrast Media; Diagnostic Uses of Chemicals; Drugs that are Mainly Renally Excreted; Hexosamines; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Iodinated Contrast Agents; Iodobenzoates; Radiographic Contrast Agent; Roentgenography; Sugar Alcohols; Triiodobenzoic Acids; Watersoluble, Nephrotropic, High Osmolar X-Ray Contrast Media; X-Ray Contrast Activity; X-Ray Contrast Media, Iodinated"
10645,DB00286,"Agents causing angioedema; BCRP/ABCG2 Substrates; COMT Substrates; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (weak); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Estradiol Congeners; Estrogens; Estrogens, Conjugated (USP); Genito Urinary System and Sex Hormones; Gonadal Hormones; Gonadal Steroid Hormones; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Natural and Semisynthetic Estrogens, Plain; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; OATP1B1/SLCO1B1 Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates; OATP2B1/SLCO2B1 substrates; P-glycoprotein substrates; Sex Hormones and Modulators of the Genital System; Thyroxine-binding globulin inducers"
10646,DB00287,"Antiglaucoma Preparations and Miotics; Antihypertensive Agents; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Inflammation Mediators; Lipids; Ophthalmics; Ophthalmologicals; Prostaglandin analogs reducing intraocular pressure (IOP); Prostaglandins; Prostaglandins F, Synthetic; Prostaglandins, Synthetic"
10647,DB00293,"Antimetabolites; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Enzyme Inhibitors; Folic Acid Analogues; Folic Acid Antagonists; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Immunosuppressive Agents; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Noxae; Sulfur Compounds; Thymidylate Synthase, antagonists & inhibitors; Toxic Actions"
10648,DB00297,"Agents that reduce seizure threshold; Amides; Amines; Anesthetics; Anesthetics, Local; Anilides; Aniline Compounds; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Hypotensive Agents; Local Anesthesia; Local Anesthetics (Amide); Methemoglobinemia Associated Agents; Nervous System; Neuraxial Anesthetics; Peripheral Nervous System Agents; Sensory System Agents"
10649,DB00300,"Anti-HIV Agents; Anti-Infective Agents; Anti-Retroviral Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Antivirals used in combination for the treatment of HIV infections; Direct Acting Antivirals; Drugs that are Mainly Renally Excreted; Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor; Heterocyclic Compounds; Heterocyclic Compounds, Fused-Ring; Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor; Nephrotoxic agents; Nucleoside and Nucleotide Reverse Transcriptase Inhibitors; OAT1/SLC22A6 Substrates; OAT3/SLC22A8 Substrates; Organophosphorus Compounds; P-glycoprotein inhibitors; P-glycoprotein substrates; Purines; Reverse Transcriptase Inhibitors; Tenofovir and prodrugs"
10650,DB00308,"Amides; Antiarrhythmic agents; Antiarrhythmics, Class III; Cardiac Therapy; Cardiovascular Agents; Cardiovascular System; Drugs that are Mainly Renally Excreted; Highest Risk QTc-Prolonging Agents; QTc Prolonging Agents; Sulfones; Sulfur Compounds"
10651,DB00310,"Amides; Antihypertensive Agents; Antihypertensive Agents Indicated for Hypertension; Benzene Derivatives; Benzenesulfonamides; Benzophenones; Cardiovascular Agents; Cardiovascular System; Diuretics; Drugs causing inadvertant photosensitivity; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hyperglycemia-Associated Agents; Hypotensive Agents; Imides; Increased Diuresis; Isoindoles; Ketones; Low-Ceiling Diuretics and Potassium-Sparing Agents; Low-Ceiling Diuretics, Excl. Thiazides; Medications that reduce magnesium levels; Membrane Transport Modulators; Natriuretic Agents; Non Potassium Sparing Diuretics; Photosensitizing Agents; Phthalimides; Sodium Chloride Symporter Inhibitors; Sulfonamides; Sulfones; Sulfur Compounds; Thiazide-like Diuretic"
10652,DB00316,"Acetaminophen and Prodrugs; Amides; Amines; Analgesics; Analgesics, Non-Narcotic; Anilides; Aniline Compounds; Antipyretics; Central Nervous System Agents; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2A6 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2E1 Substrates; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (weak); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Methemoglobinemia Associated Agents; Miscellaneous Analgesics and Antipyretics; Nervous System; P-glycoprotein inhibitors; P-glycoprotein substrates; Sensory System Agents; UGT1A1 Substrates; UGT1A6 substrate; UGT1A9 Substrates"
10653,DB00319,"Agents that produce neuromuscular block (indirect); Amides; Anti-Bacterial Agents; Anti-Infective Agents; Anti-Pseudomonal Beta-Lactams; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; beta-Lactams; Drugs that are Mainly Renally Excreted; Extended-spectrum Penicillins; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Substrates; Penicillin G; Penicillins; Penicillins With Extended Spectrum; Sulfur Compounds"
10654,DB00327,"Alkaloids; Analgesics; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Heterocyclic Compounds; Heterocyclic Compounds with 4 or More Rings; Heterocyclic Compounds, Bridged-Ring; Heterocyclic Compounds, Fused-Ring; High-risk opioids; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Morphinans; Morphine Derivatives; Narcotics; Natural Opium Alkaloids; Nervous System; Opiate Agonists; Opiate Alkaloids; Opioid Agonist; Opioids; Peripheral Nervous System Agents; Phenanthrene opioids; Phenanthrenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Semi-synthetic Opioids; Sensory System Agents; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; UGT1A3 substrates; UGT2B7 substrates"
10655,DB00328,"Acetic Acid Derivatives and Related Substances; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Anti-Inflammatory Agents, Non-Steroidal (Non-Selective); Antigout Preparations; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antiinflammatory Preparations, Non-Steroids for Topical Use; Antirheumatic Agents; BSEP/ABCB11 Substrates; Cardiac Therapy; Cardiovascular Agents; Cardiovascular System; Central Nervous System Agents; Cyclooxygenase Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 inhibitors (strength unknown); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Hypoglycemia-Associated Agents; Immunosuppressive Agents; Indoles; Musculo-Skeletal System; Myelosuppressive Agents; Nephrotoxic agents; Non COX-2 selective NSAIDS; OAT1/SLC22A6 inhibitors; OAT1/SLC22A6 Substrates; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; OATP1B1/SLCO1B1 Inhibitors; Ophthalmologicals; Other Nonsteroidal Anti-inflammatory Agents; P-glycoprotein inhibitors; P-glycoprotein substrates; Peripheral Nervous System Agents; Sensory Organs; Sensory System Agents; Tocolytic Agents; Topical Products for Joint and Muscular Pain; UGT1A1 Inhibitors; UGT1A1 Substrates; UGT1A9 Substrates; UGT2B7 Inhibitors; UGT2B7 substrates"
10656,DB00335,"Adrenergic Agents; Adrenergic Antagonists; Adrenergic beta-1 Receptor Antagonists; Adrenergic beta-Antagonists; Agents causing hyperkalemia; Alcohols; Amines; Amino Alcohols; Antiarrhythmic agents; Antihypertensive Agents; Antihypertensive Agents Indicated for Hypertension; Autonomic Agents; Beta blocking agents and calcium channel blockers; Beta Blocking Agents and Thiazides; Beta Blocking Agents, Selective; Beta Blocking Agents, Selective, and Thiazides; Beta-Blockers (Beta1 Selective); Bradycardia-Causing Agents; BSEP/ABCB11 Substrates; Cardiovascular Agents; Cardiovascular System; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 Substrates; Hypotensive Agents; Peripheral Nervous System Agents; QTc shortening agents; Sympatholytics"
10657,DB00338,"2-Pyridinylmethylsulfinylbenzimidazoles; Acid Reducers; Alimentary Tract and Metabolism; Anti-Ulcer Agents; BCRP/ABCG2 Inhibitors; Benzimidazoles; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 CYP2C18 Substrates; Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors (weak); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (weak); Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord); Enzyme Inhibitors; Gastric Acid Lowering Agents; Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Medications that reduce magnesium levels; Omeprazole and enantiomer; P-glycoprotein inhibitors; P-glycoprotein substrates; Proton Pump Inhibitors; Proton-pump Inhibitors; Pyridines; Sulfoxides; Sulfur Compounds"
10658,DB00341,"Anti-Allergic Agents; Antihistamines for Systemic Use; Central Nervous System Depressants; Cetirizine and isomer; Decongestants and Antiallergics; Drugs that are Mainly Renally Excreted; Histamine Agents; Histamine Antagonists; Histamine H1 Antagonists; Histamine H1 Antagonists, Non-Sedating; Ophthalmologicals; P-glycoprotein inhibitors; P-glycoprotein substrates; Piperazine Derivatives; Piperazines; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Respiratory System; Sensory Organs"
10659,DB00343,"Agents causing hyperkalemia; Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use; Antiarrhythmic agents; Antihypertensive Agents; Antihypertensive Agents Indicated for Hypertension; Benzazepines; Benzothiazepine Derivatives; Bradycardia-Causing Agents; Calcium Channel Blockers; Calcium Channel Blockers (Nondihydropyridine); Calcium-Regulating Hormones and Agents; Cardiovascular Agents; Cardiovascular System; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (moderate); Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (moderate); Cytochrome P-450 CYP3A4 Inhibitors (strong); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inhibitors; Cytochrome P-450 CYP3A5 Inhibitors (moderate); Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Inhibitors; Cytochrome P-450 CYP3A7 Inhibitors (moderate); Cytochrome P-450 CYP3A7 Inhibitors (strong); Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs causing inadvertant photosensitivity; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Hypotensive Agents; Membrane Transport Modulators; Miscellaneous Calcium-channel Blocking Agents; Moderate Risk QTc-Prolonging Agents; Negative Inotrope; P-glycoprotein inhibitors; P-glycoprotein substrates; Photosensitizing Agents; QTc Prolonging Agents; Selective Calcium Channel Blockers With Direct Cardiac Effects; Vasodilating Agents; Vasoprotectives"
10660,DB00351,"Adrenal Cortex Hormones; Antineoplastic Agents; Antineoplastic Agents, Hormonal; Antineoplastic and Immunomodulating Agents; Appetite Stimulants; Central Nervous System Agents; Central Nervous System Stimulants; Combination Contraceptives (with Estrogen and derivatives); Contraceptive Agents, Female; Contraceptive Agents, Hormonal; Contraceptives, Oral; Contraceptives, Oral, Hormonal; Contraceptives, Oral, Synthetic; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Endocrine Therapy; Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Hormonal Contraceptives for Systemic Use; Hormones and Related Agents; Hyperglycemia-Associated Agents; Megestrol; P-glycoprotein inhibitors; Polycyclic Compounds; Pregnadien Derivatives; Pregnadienes; Pregnanes; Progestin Contraceptives; Progestins; Progestogens and Estrogens, Sequential Preparations; Reproductive Control Agents; Sex Hormones and Modulators of the Genital System; Steroids"
10661,DB00360,"Alimentary Tract and Metabolism; Amines; BCRP/ABCG2 Inhibitors; Coenzymes; Dietary Supplements; Enzymes and Coenzymes; Ethylamines; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Nitric Oxide Synthase; Other Miscellaneous Therapeutic Agents; P-glycoprotein inhibitors; Phenethylamines; Phenylalanine Hydroxylase Activator; Phenylalanine Hydroxylase Activators; Pteridines; Pterins; Supplements; Various Alimentary Tract and Metabolism Products"
10662,DB00366,"Agents producing tachycardia; Aminoalkyl Ethers; Anticholinergic Agents; Antiemetics; Antihistamines for Systemic Use; Autonomic Agents; Central Nervous System Agents; Central Nervous System Depressants; Ethanolamine Derivatives; Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Histamine Agents; Histamine Antagonists; Histamine H1 Antagonists; Histamine Receptor Antagonists; Muscarinic Antagonists; Neurotransmitter Agents; Peripheral Nervous System Agents; Potential QTc-Prolonging Agents; Pyridines; QTc Prolonging Agents; Respiratory System"
